Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Costs_M
502.0,Jefferies Financial Group,JEF,Financials,Diversified Financials,yes,no,no,no,-115.0,no,yes,,no,no,5381.0,7411.0,7149.0,-20.9,785.0,-53.1,51058.0,Richard B. Handler,U.S.,New York,NY,www.jefferies.com,Public,"Figures are for fiscal year ended Nov. 30, 2022. Market value as of March 31, 2023.",7411.0,2023-06-05,
503.0,Veritiv,VRTV,Wholesalers,Wholesalers: Diversified,yes,no,no,no,-26.0,no,yes,,no,no,5000.0,1831.0,7146.0,4.3,338.0,133.7,2090.0,Salvatore A. Abbate,U.S.,Atlanta,GA,www.veritivcorp.com,Public,"Market value as of March 31, 2023.",1831.0,2023-06-05,6808.0
504.0,Antero Resources,AR,Energy,"Mining, Crude-Oil Production",yes,yes,no,yes,135.0,yes,no,,no,no,586.0,6817.0,7138.0,54.5,1899.0,,14118.0,Paul M. Rady,U.S.,Denver,CO,www.anteroresources.com,Public,"Market value as of March 31, 2023.",6817.0,2023-06-05,
505.0,Clorox,CLX,Household Products,Household and Personal Products,yes,no,yes,no,-46.0,no,yes,,no,no,9000.0,19547.0,7107.0,-3.2,462.0,-34.9,6158.0,Linda Rendle,U.S.,Oakland,CA,www.thecloroxcompany.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",19547.0,2023-06-05,
505.0,Xerox Holdings,XRX,-,"Computers, Office Equipment",no,no,no,no,-34.0,no,yes,,no,no,20500.0,2409.0,7107.0,1.0,-322.0,,11543.0,Steve J. Bandrowczak,U.S.,Norwalk,CT,www.xerox.com,Public,"Market value as of March 31, 2023.",2409.0,2023-06-05,
507.0,Rush Enterprises,RUSHB,Retailing,"Automotive Retailing, Services",yes,no,no,yes,83.0,yes,no,,no,no,7987.0,3033.0,7102.0,38.5,391.0,62.1,3821.0,W. M. Rush,U.S.,New Braunfels,TX,www.rushenterprises.com,Public,"Market value as of March 31, 2023.",3033.0,2023-06-05,
508.0,Amkor Technology,AMKR,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,8.0,yes,no,,no,no,31300.0,6382.0,7092.0,15.5,766.0,19.1,6822.0,Guillaume Marie Jean Rutten,U.S.,Tempe,AZ,www.amkor.com,Public,"Market value as of March 31, 2023.",6382.0,2023-06-05,
509.0,Zimmer Biomet Holdings,ZBH,Health Care,Medical Products and Equipment,yes,no,no,no,-71.0,no,yes,,no,no,18000.0,27106.0,7088.0,-9.6,231.0,-42.4,21066.0,Ivan Tornos,U.S.,Warsaw,IN,www.zimmerbiomet.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",27106.0,2023-06-05,
510.0,American Financial Group,AFG,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,-56.0,no,yes,,no,no,6900.0,10352.0,7040.0,-5.7,898.0,-55.0,28831.0,Carl H. Lindner lll/S. Craig Lindner,U.S.,Cincinnati,OH,www.afginc.com,Public,"Market value as of March 31, 2023.",10352.0,2023-06-05,
511.0,Dillard's,DDS,Retailing,General Merchandisers,yes,no,no,no,-23.0,no,yes,,no,no,24750.0,5249.0,6996.0,5.6,892.0,3.4,3329.0,William T. Dillard II,U.S.,Little Rock,AR,www.dillards.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",5249.0,2023-06-05,
512.0,Electronic Arts,EA,Media,Entertainment,yes,no,no,yes,40.0,yes,no,,no,no,12900.0,33031.0,6991.0,24.2,789.0,-5.7,13800.0,Andrew Wilson,U.S.,Redwood City,CA,www.ea.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",33031.0,2023-06-05,
,Crown Castle,CCI,Financials,Real estate,yes,no,no,no,-10.0,no,yes,,no,no,5000.0,58042.0,6986.0,10.2,1675.0,52.8,38921.0,Jay A. Brown,U.S.,Houston,TX,www.crowncastle.com,Public,"Changed name from Crown Castle International, Aug. 1, 2022. A real estate investment trust. Market value as of March 31, 2023.",58042.0,2023-06-05,
514.0,Fastenal,FAST,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,11.0,yes,no,,no,no,19854.0,30798.0,,16.1,1087.0,17.5,4549.0,Daniel L. Florness,U.S.,Winona,MN,www.fastenal.com,Public,"Market value as of March 31, 2023.",30798.0,2023-06-05,
515.0,MDU Resources Group,MDU,Energy,Energy,yes,no,no,yes,32.0,yes,no,,no,no,14929.0,6207.0,6974.0,22.8,,-2.8,9661.0,David L. Goodin,U.S.,Bismarck,ND,www.mdu.com,Public,"Market value as of March 31, 2023.",6207.0,2023-06-05,
516.0,Camping World Holdings,CWH,Retailing,"Automotive Retailing, Services",yes,no,no,yes,-41.0,no,yes,,no,no,13177.0,1995.0,6967.0,0.8,137.0,-50.8,4800.0,Marcus A. Lemonis,U.S.,Lincolnshire,IL,www.campingworld.com,Public,"Market value as of March 31, 2023.",1995.0,2023-06-05,6830.0
517.0,Anywhere Real Estate,HOUS,Financials,Real estate,no,no,no,no,-90.0,no,yes,,no,no,8958.0,583.0,6908.0,-13.5,-287.0,-183.7,6383.0,Ryan M. Schneider,U.S.,Madison,NJ,www.anywhere.re,Public,"Changed name from Realogy Holdings, June 9, 2022. Market value as of March 31, 2023.",583.0,2023-06-05,
518.0,KB Home,KBH,Engineering & Construction,Homebuilders,yes,no,no,yes,25.0,yes,no,,no,no,2366.0,3299.0,6904.0,20.6,817.0,44.6,6652.0,Jeffrey T. Mezger,U.S.,Los Angeles,CA,www.kbhome.com,Public,"Figures are for fiscal year ended Nov. 30, 2022. Market value as of March 31, 2023.",3299.0,2023-06-05,
519.0,O-I Glass,OI,Materials,"Packaging, Containers",yes,no,no,no,-18.0,no,yes,,no,no,24000.0,3525.0,6856.0,7.8,584.0,291.9,9061.0,Andres A. Lopez,U.S.,Perrysburg,OH,www.o-i.com,Public,"Market value as of March 31, 2023.",3525.0,2023-06-05,
520.0,Agilent Technologies,A,Technology,"Scientific, Photographic and Control Equipment",yes,no,no,yes,-16.0,no,yes,,no,no,18100.0,40907.0,6848.0,8.4,1254.0,3.6,10532.0,Michael R. McMullen,U.S.,Santa Clara,CA,www.agilent.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",40907.0,2023-06-05,
521.0,Yum Brands,YUM,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,-31.0,no,yes,,no,no,25650.0,36997.0,6842.0,3.9,1325.0,-15.9,5846.0,David W. Gibbs,U.S.,Louisville,KY,www.yum.com,Public,"Market value as of March 31, 2023.",36997.0,2023-06-05,
522.0,Microchip Technology,MCHP,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,49.0,yes,no,,no,no,21000.0,45894.0,,25.4,1286.0,267.9,16200.0,Ganesh Moorthy,U.S.,Chandler,AZ,www.microchip.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",45894.0,2023-06-05,
523.0,Brunswick,BC,Transportation,Transportation Equipment,yes,no,no,yes,10.0,yes,no,,no,no,19100.0,5845.0,,16.5,677.0,14.1,6321.0,David M. Foulkes,U.S.,Mettawa,IL,www.brunswick.com,Public,"Market value as of March 31, 2023.",5845.0,2023-06-05,6135.0
524.0,Chemours,CC,Chemicals,Chemicals,yes,no,no,yes,-22.0,no,yes,,no,no,6600.0,4455.0,6794.0,7.1,578.0,-4.9,7640.0,Mark E. Newman,U.S.,Wilmington,DE,www.chemours.com,Public,"Market value as of March 31, 2023.",4455.0,2023-06-05,
,First Republic Bank,FRC,Financials,Commercial Banks,yes,no,no,yes,50.0,yes,no,,no,no,7213.0,2605.0,6753.0,27.3,1665.0,12.7,212639.0,Michael J. Roffler,U.S.,San Francisco,CA,www.firstrepublic.com,Public,"Seized by the Federal Deposit Insurance Corporation (FDIC) and sold to JPMorgan Chase, May 1, 2023. Market value as of March 31, 2023.",2605.0,2023-06-05,
526.0,RPM International,RPM,Chemicals,Chemicals,yes,no,no,yes,-8.0,no,yes,,no,no,16751.0,11262.0,6708.0,9.8,492.0,-2.2,6708.0,Frank C. Sullivan,U.S.,Medina,OH,www.rpminc.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of March 31, 2023.",11262.0,2023-06-05,
527.0,Tapestry,TPR,Apparel,Apparel,yes,no,yes,yes,14.0,yes,no,,no,no,15350.0,10177.0,6685.0,16.3,856.0,2.6,7265.0,Joanne C. Crevoiserat,U.S.,New York,NY,www.tapestry.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",10177.0,2023-06-05,5829.0
,Core & Main,CNM,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,78.0,yes,no,,no,no,4500.0,5684.0,,32.9,366.0,120.5,4909.0,Stephen O. LeClair,U.S.,St. Louis,MO,www.coreandmain.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",5684.0,2023-06-05,
529.0,Schneider National,SNDR,Transportation,Transportation and Logistics,yes,no,no,no,26.0,yes,no,,no,no,17050.0,4762.0,6604.0,17.8,458.0,12.9,4318.0,Mark B. Rourke,U.S.,Green Bay,WI,www.schneider.com,Public,"Market value as of March 31, 2023.",4762.0,2023-06-05,6146.0
530.0,Carlisle,CSL,Materials,"Building Materials, Glass",yes,no,no,yes,74.0,yes,no,,no,no,12300.0,11548.0,6592.0,31.1,924.0,119.1,7222.0,D. Christian Koch,U.S.,Scottsdale,AZ,www.carlisle.com,Public,"Market value as of March 31, 2023.",11548.0,2023-06-05,5668.0
531.0,DoorDash,DASH,Technology,Internet Services and Retailing,no,yes,no,yes,90.0,yes,no,,no,no,16800.0,24920.0,6583.0,34.7,-1365.0,,9789.0,Tony Xu,U.S.,San Francisco,CA,ir.doordash.com,Public,"Market value as of March 31, 2023.",24920.0,2023-06-05,
532.0,KBR,KBR,Technology,Information Technology Services,yes,no,no,yes,-72.0,no,yes,,no,no,30000.0,7518.0,6564.0,-10.6,190.0,955.6,5566.0,Stuart J.B. Bradie,U.S.,Houston,TX,www.kbr.com,Public,"Market value as of March 31, 2023.",7518.0,2023-06-05,6374.0
533.0,APi Group,APG,-,Engineering & Construction,yes,no,no,yes,168.0,yes,no,,no,no,26000.0,5272.0,6558.0,66.4,,55.3,8091.0,Russell A. Becker,U.S.,New Brighton,MN,www.apigroupcorp.com,Public,"Market value as of March 31, 2023.",5272.0,2023-06-05,6485.0
534.0,Cincinnati Financial,CINF,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-167.0,no,yes,,no,no,5148.0,17616.0,6557.0,-31.9,,-116.5,29736.0,Steven J. Johnston,U.S.,Fairfield,OH,www.cinfin.com,Public,"Market value as of March 31, 2023.",17616.0,2023-06-05,7043.0
535.0,Darling Ingredients,DAR,"Food, Beverages & Tobacco",Food Production,yes,no,no,yes,96.0,yes,no,,no,no,14600.0,9339.0,6532.0,37.8,738.0,13.3,9202.0,Randall C. Stuewe,U.S.,Irving,TX,www.darlingii.com,Public,"Market value as of March 31, 2023.",9339.0,2023-06-05,
536.0,Patterson,PDCO,Health Care,Wholesalers: Health Care,yes,no,no,no,-7.0,no,yes,,no,no,7700.0,2616.0,6499.0,9.9,203.0,30.3,2742.0,Donald J. Zurbay,U.S.,St. Paul,MN,www.pattersoncompanies.com,Public,"Figures are for fiscal year ended April 30, 2022. Market value as of March 31, 2023.",2616.0,2023-06-05,
537.0,T. Rowe Price,TROW,Financials,Securities,yes,no,no,yes,-94.0,no,yes,,no,no,7868.0,25348.0,6488.0,-15.4,1558.0,-49.5,11643.0,Robert W. Sharps,U.S.,Baltimore,MD,www.troweprice.com,Public,"Market value as of March 31, 2023.",25348.0,2023-06-05,
538.0,Cornerstone Building Brands,,Materials,"Building Materials, Glass",yes,no,yes,no,21.0,yes,no,,no,no,19500.0,,6480.0,16.1,420.0,-36.9,7194.0,Rose Lee,U.S.,Cary,NC,www.cornerstonebuildingbrands.com,Private,"Went private, July 25, 2022.",3089.0,2023-06-05,
539.0,Martin Marietta Materials,MLM,Materials,"Building Materials, Glass",yes,no,no,no,29.0,yes,no,,no,no,9400.0,22051.0,6469.0,17.8,,23.4,14994.0,C. Howard Nye,U.S.,Raleigh,NC,www.martinmarietta.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",22051.0,2023-06-05,
540.0,Silgan Holdings,SLGN,Materials,"Packaging, Containers",yes,no,no,no,8.0,yes,no,,no,no,15425.0,5908.0,6412.0,12.9,,-5.1,7346.0,Adam J. Greenlee,U.S.,Stamford,CT,www.silganholdings.com,Public,"Market value as of March 31, 2023.",5908.0,2023-06-05,
541.0,Sprouts Farmers Market,SFM,Food & Drug Stores,Food and Drug Stores,yes,no,no,no,-21.0,no,yes,,no,no,31000.0,3611.0,6404.0,5.0,,7.0,3070.0,Jack L. Sinclair,U.S.,Phoenix,AZ,www.sprouts.com,Public,"Market value as of March 31, 2023.",3611.0,2023-06-05,
542.0,PENN Entertainment,PENN,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,no,-12.0,no,yes,,no,no,21875.0,4526.0,6402.0,8.4,222.0,-47.2,17502.0,Jay A. Snowden,U.S.,Wyomissing,PA,www.pennentertainment.com,Public,"Changed name from Penn National Gaming, Aug. 4, 2022. Market value as of March 31, 2023.",4526.0,2023-06-05,
543.0,ADT,ADT,Business Services,Diversified Outsourcing Services,yes,no,no,no,31.0,yes,no,,no,no,22000.0,6630.0,,20.5,173.0,,17873.0,James D. DeVries,U.S.,Boca Raton,FL,www.adt.com,Public,"Market value as of March 31, 2023.",6630.0,2023-06-05,6222.0
544.0,Academy Sports and Outdoors,ASO,Retailing,Specialty Retailers: Other,yes,no,no,no,-63.0,no,yes,,no,no,16508.0,5021.0,,-5.6,628.0,-6.5,4595.0,Steven P. Lawrence,U.S.,Katy,TX,www.academy.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",5021.0,2023-06-05,
545.0,Post Holdings,POST,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-34.0,no,yes,,no,no,10420.0,5295.0,6393.0,2.7,757.0,353.9,11308.0,Robert V. Vitale,U.S.,St. Louis,MO,www.postholdings.com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",5295.0,2023-06-05,
546.0,Resideo Technologies,REZI,Materials,"Building Materials, Glass",yes,no,no,yes,-12.0,no,yes,,no,no,15200.0,2680.0,6370.0,9.0,283.0,16.9,6387.0,Jay L. Geldmacher,U.S.,Scottsdale,AZ,www.resideo.com,Public,"Market value as of March 31, 2023.",2680.0,2023-06-05,6087.0
547.0,Bright Health Group,BHG,Health Care,Health Care: Insurance and Managed Care,no,no,no,no,141.0,yes,no,,no,no,2840.0,140.0,6370.0,58.1,-1456.0,,4665.0,G. Mike Mikan,U.S.,Minneapolis,MN,www.brighthealthgroup.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",140.0,2023-06-05,7826.0
548.0,McCormick,MKC,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,-43.0,no,yes,,no,no,14200.0,22320.0,6351.0,0.5,682.0,-9.7,13125.0,Brendan M. Foley,U.S.,Hunt Valley,MD,www.mccormickcorporation.com,Public,"Figures are for fiscal year ended Nov. 30, 2022. Market value as of March 31, 2023.",22320.0,2023-06-05,
549.0,Greif,GEF,Materials,"Packaging, Containers",yes,no,no,no,12.0,yes,no,,no,no,12000.0,3292.0,,14.3,377.0,-3.6,5470.0,Ole G. Rosgaard,U.S.,Delaware,OH,www.greif.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",3292.0,2023-06-05,5973.0
550.0,Victoria's Secret,VSCO,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-70.0,no,yes,,no,no,22500.0,2655.0,,-6.5,348.0,-46.1,4711.0,Martin P. Waters,U.S.,Reynoldsburg,OH,www.victoriassecretandco.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",2655.0,2023-06-05,5996.0
551.0,Hanesbrands,HBI,Apparel,Apparel,no,no,no,no,-93.0,no,yes,,no,no,50500.0,1838.0,6335.0,-13.8,,-264.7,6504.0,Stephen B. Bratspies,U.S.,Winston-Salem,NC,www.hanes.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",1838.0,2023-06-05,
552.0,Select Medical Holdings,SEM,Health Care,Health Care: Medical Facilities,yes,no,no,yes,-39.0,no,yes,,no,no,45800.0,3288.0,6334.0,2.1,159.0,-60.5,7665.0,David S. Chernow,U.S.,Mechanicsburg,PA,www.selectmedicalholdings.com,Public,"Market value as of March 31, 2023.",3288.0,2023-06-05,6175.0
553.0,Concentrix,CNXC,Technology,Information Technology Services,yes,no,no,yes,4.0,yes,no,,no,no,315000.0,6223.0,6325.0,13.2,435.0,7.3,6670.0,Christopher A. Caldwell,U.S.,Newark,CA,www.concentrix.com,Public,"Figures are for fiscal year ended Nov. 30, 2022. Market value as of March 31, 2023.",6223.0,2023-06-05,
554.0,Ryerson Holding,RYI,Materials,Metals,yes,no,no,yes,-5.0,no,yes,,no,no,4200.0,1291.0,6324.0,11.4,391.0,32.9,2334.0,Edward J. Lehner,U.S.,Chicago,IL,www.ryerson.com,Public,"Market value as of March 31, 2023.",1291.0,2023-06-05,
555.0,NetApp,NTAP,Technology,"Computers, Office Equipment",yes,no,no,yes,-13.0,no,yes,,no,no,12000.0,13658.0,6318.0,10.0,,28.4,10026.0,George Kurian,U.S.,San Jose,CA,www.netapp.com,Public,"Figures are for fiscal year ended April 30, 2022. Market value as of March 31, 2023.",13658.0,2023-06-05,
,Monster Beverage,MNST,"Food, Beverages & Tobacco",Beverages,yes,no,no,yes,8.0,yes,no,,no,no,4952.0,56431.0,6311.0,13.9,1192.0,-13.5,8293.0,Rodney C. Sacks/Hilton H. Schlosberg,U.S.,Corona,CA,www.monsterbevcorp.com,Public,"Market value as of March 31, 2023.",56431.0,2023-06-05,
557.0,Meritage Homes,MTH,Engineering & Construction,Homebuilders,yes,no,no,yes,31.0,yes,no,,no,no,1921.0,4293.0,6292.0,22.4,992.0,34.5,5772.0,Phillippe Lord,U.S.,Scottsdale,AZ,www.meritagehomes.com,Public,"Market value as of March 31, 2023.",4293.0,2023-06-05,
558.0,Old Dominion Freight Line,ODFL,Transportation,"Trucking, Truck Leasing",yes,no,no,no,20.0,yes,no,,no,no,23471.0,37501.0,6260.0,19.1,1377.0,33.1,4839.0,Kevin M. Freeman,U.S.,Thomasville,NC,www.odfl.com,Public,"Market value as of March 31, 2023.",37501.0,2023-06-05,
559.0,Nasdaq,NDAQ,Financials,Securities,yes,no,yes,yes,-27.0,no,yes,,no,no,6377.0,26734.0,6226.0,5.8,,-5.2,20868.0,Adena T. Friedman,U.S.,New York,NY,www.nasdaq.com,Public,"Market value as of March 31, 2023.",26734.0,2023-06-05,
560.0,Intuitive Surgical,ISRG,Health Care,Medical Products and Equipment,yes,no,no,yes,-15.0,no,yes,,no,no,12120.0,89480.0,6222.0,9.0,1322.0,-22.4,12974.0,Gary S. Guthart,U.S.,Sunnyvale,CA,www.intuitive.com,Public,"Market value as of March 31, 2023.",89480.0,2023-06-05,
561.0,Ralph Lauren,RL,Apparel,Apparel,yes,no,no,yes,97.0,yes,no,,no,no,17850.0,7698.0,6219.0,41.3,600.0,,7725.0,Patrice Louvet,U.S.,New York,NY,www.ralphlauren.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",7698.0,2023-06-05,
562.0,Workday,WDAY,Technology,Computer Software,no,yes,no,yes,27.0,yes,no,,no,no,17700.0,53494.0,6216.0,21.0,-367.0,-1348.6,13486.0,Aneel Bhusri/Carl M. Eschenbach,U.S.,Pleasanton,CA,www.workday.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",53494.0,2023-06-05,
563.0,Zillow Group,ZG,Technology,Internet Services and Retailing,no,yes,no,no,-139.0,no,yes,,no,no,5724.0,10375.0,6207.0,-23.8,-101.0,,6563.0,Richard N. Barton,U.S.,Seattle,WA,www.zillowgroup.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",10375.0,2023-06-05,6308.0
564.0,CACI International,CACI,Technology,Information Technology Services,yes,no,no,no,-42.0,no,yes,,no,no,22000.0,6965.0,6203.0,2.6,367.0,-19.8,6629.0,John S. Mengucci,U.S.,Reston,VA,www.caci.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",6965.0,2023-06-05,
565.0,Coca-Cola Consolidated,COKE,-,Beverages,yes,no,no,yes,-5.0,no,yes,,no,no,16000.0,5016.0,6201.0,11.5,,126.9,3710.0,J. Frank Harrison III,U.S.,Charlotte,NC,www.cokeconsolidated.com,Public,"Market value as of March 31, 2023.",5016.0,2023-06-05,
566.0,Pool,POOL,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,11.0,yes,no,,no,no,6100.0,13380.0,6180.0,16.7,749.0,15.0,3565.0,Peter D. Arvan,U.S.,Covington,LA,www.poolcorp.com,Public,"Market value as of March 31, 2023.",13380.0,2023-06-05,
567.0,Securian Financial Group,,Financials,"Insurance: Life, Health (stock)",no,no,no,no,-103.0,no,yes,,no,no,6500.0,,6175.0,-15.6,-91.0,-129.3,67855.0,Christopher M. Hilger,U.S.,St. Paul,MN,www.securian.com,Private,"Market value as of March 31, 2021.",,2023-06-05,6266.0
568.0,Organon,OGN,-,Pharmaceuticals,yes,no,no,,,,,,no,no,10000.0,5983.0,6174.0,,917.0,,10955.0,Kevin Ali,U.S.,Jersey City,NJ,www.organon.com,Public,"Spun off from Merck (2022 rank: 69), June 2, 2021. Market value as of March 31, 2023.",5983.0,2023-06-05,
569.0,Levi Strauss,LEVI,Apparel,Apparel,yes,no,no,yes,-29.0,no,yes,,no,no,18000.0,7226.0,6169.0,7.0,569.0,2.8,6038.0,Charles V. Bergh,U.S.,San Francisco,CA,www.levistrauss.com,Public,"Figures are for fiscal year ended Nov. 30, 2022. Market value as of March 31, 2023.",7226.0,2023-06-05,
570.0,Ametek,AME,Technology,"Scientific, Photographic and Control Equipment",yes,no,no,yes,-7.0,no,yes,,no,no,19600.0,33467.0,6151.0,10.9,1160.0,17.1,12431.0,David A. Zapico,U.S.,Berwyn,PA,www.ametek.com,Public,"Market value as of March 31, 2023.",33467.0,2023-06-05,
571.0,Petco Health and Wellness,WOOF,Retailing,Specialty Retailers: Other,yes,no,no,yes,-35.0,no,yes,,no,no,29000.0,2401.0,6036.0,3.9,91.0,-44.8,6613.0,Ronald Coughlin Jr.,U.S.,San Diego,CA,www.petco.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",2401.0,2023-06-05,
572.0,Compass,COMP,Technology,Internet Services and Retailing,no,yes,no,no,-77.0,no,yes,,no,no,3191.0,1521.0,6018.0,-6.3,-602.0,,1533.0,Robert L. Reffkin,U.S.,New York,NY,www.compass.com,Public,"Market value as of March 31, 2023.",1521.0,2023-06-05,
573.0,Rocket Companies,RKT,Financials,Diversified Financials,yes,no,no,no,-291.0,no,yes,,no,yes,18500.0,17882.0,,-54.4,46.0,-84.9,20082.0,Bill Emerson,U.S.,Detroit,MI,www.rocketcompanies.com,Public,"Market value as of March 31, 2023.",17882.0,2023-06-05,
574.0,Crestwood Equity Partners,CEQP,Energy,Pipelines,yes,yes,no,yes,70.0,yes,no,,no,no,753.0,2627.0,6001.0,31.3,31.0,,6567.0,Robert G Phillips,U.S.,Houston,TX,www.crestwoodlp.com,Public,"A partnership. Market value as of March 31, 2023.",2627.0,2023-06-05,
575.0,Prologis,PLD,Financials,Real estate,yes,yes,no,yes,54.0,yes,no,,no,no,2466.0,115219.0,5974.0,25.5,3365.0,14.5,87897.0,Hamid R. Moghadam,U.S.,San Francisco,CA,www.prologis.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",115219.0,2023-06-05,
576.0,Insperity,NSP,Business Services,Diversified Outsourcing Services,yes,yes,no,yes,35.0,yes,no,,no,no,4100.0,4601.0,5939.0,19.4,179.0,44.5,2039.0,Paul J. Sarvadi,U.S.,Kingwood,TX,www.insperity.com,Public,"Market value as of March 31, 2023.",4601.0,2023-06-05,5760.0
577.0,GameStop,GME,Retailing,Specialty Retailers: Other,no,no,no,no,-51.0,no,yes,,no,no,21250.0,7014.0,5927.0,-1.4,,,3113.0,Ryan Cohen,U.S.,Grapevine,TX,www.gamestop.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",7014.0,2023-06-05,
578.0,Ingersoll Rand,IR,Industrials,Industrial Machinery,yes,no,no,yes,-28.0,no,yes,,no,no,17000.0,23560.0,5923.0,4.7,,7.5,14766.0,Vicente Reynal,U.S.,Davidson,NC,www.irco.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",23560.0,2023-06-05,
579.0,Voya Financial,VOYA,Financials,Diversified Financials,yes,no,yes,yes,91.0,yes,no,,no,no,6070.0,6953.0,5922.0,40.0,510.0,-76.0,147652.0,Heather H. Lavallee,U.S.,New York,NY,www.voya.com,Public,"Market value as of March 31, 2023.",6953.0,2023-06-05,
580.0,Marvell Technology,MRVL,Technology,Semiconductors and Other Electronic Components,no,no,no,yes,74.0,yes,no,,no,no,7433.0,37104.0,5920.0,32.7,-164.0,,22522.0,Matthew J. Murphy,U.S.,Wilmington,DE,www.marvell.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",37104.0,2023-06-05,6084.0
581.0,Warner Music Group,WMG,Media,Entertainment,yes,no,no,yes,-5.0,no,yes,,no,no,6200.0,17217.0,,11.7,551.0,81.3,7828.0,Robert Kyncl,U.S.,New York,NY,www.wmg.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",17217.0,2023-06-05,
582.0,Hyatt Hotels,H,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,242.0,yes,no,,no,yes,50000.0,11878.0,5891.0,94.6,,,12312.0,Mark S. Hoplamazian,U.S.,Chicago,IL,www.hyatt.com,Public,"Market value as of March 31, 2023.",11878.0,2023-06-05,
583.0,Welltower,WELL,Financials,Real estate,yes,no,no,yes,47.0,yes,no,,no,no,514.0,35174.0,5861.0,23.6,141.0,-58.0,37893.0,Shankh S. Mitra,U.S.,Toledo,OH,www.welltower.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",35174.0,2023-06-05,5720.0
584.0,Evergy,EVRG,Energy,Utilities: Gas and Electric,yes,no,no,no,-26.0,no,yes,,no,no,4512.0,14032.0,5859.0,4.9,753.0,-14.4,29490.0,David A. Campbell,U.S.,Kansas City,MO,investors.evergy.com,Public,"Market value as of March 31, 2023.",14032.0,2023-06-05,5106.0
585.0,Hasbro,HAS,Household Products,"Toys, Sporting Goods",yes,no,no,no,-89.0,no,yes,,no,no,6490.0,7421.0,5857.0,-8.8,,-52.5,9296.0,Christian P. Cocks,U.S.,Pawtucket,RI,www.hasbro.com,Public,"Market value as of March 31, 2023.",7421.0,2023-06-05,
586.0,NiSource,NI,Energy,Utilities: Gas and Electric,yes,no,no,no,33.0,yes,no,,no,no,7140.0,11534.0,5851.0,19.4,804.0,37.5,26737.0,Lloyd M. Yates,U.S.,Merrillville,IN,www.nisource.com,Public,"Market value as of March 31, 2023.",11534.0,2023-06-05,
